F read num = 27,        addr_k = 229ec160       , addr_l = 229f5e20

F read num = 28,        addr_k = 12770370       , addr_l = 12777400

F read num = 29,        addr_k = 229ec160       , addr_l = 229f5e20

F read num = 30,        addr_k = 12770370       , addr_l = 12777400

F read num = 31,        addr_k = 229ec160       , addr_l = 229f5e20

F read num = 32,        addr_k = 21f15980       , addr_l = 21f1d310

F read num = 33,        addr_k = 2a672110       , addr_l = 2a67bf20

F read num = 34,        addr_k = 2a672110       , addr_l = 2a67bf20

F read num = 35,        addr_k = 047cf7f0       , addr_l = 047de240

F read num = 36,        addr_k = 2a672110       , addr_l = 2a67bf20

F read num = 37,        addr_k = 257c7600       , addr_l = 257ca310

F read num = 38,        addr_k = 13fb3e50       , addr_l = 13fba3c0

